URL,Restaurante,Endereco,Bairro,Cidade,UF,CEP,Data_Scraping
https://www.ifood.com.br/delivery/uberlandia-mg/mcdonalds---drive-rondon-pachecodro-tabajaras/d5641fb9-ee12-4895-9f6f-3f2a8fd6493f,Mcdonald's - Drive Rondon Pacheco(dro),"Av Rondon Pacheco, 1311",Tabajaras,Uberlandia,MG,38400-242,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/burger-king---floriano-peixoto-centro/05d6113f-a4d3-411d-b3e0-0b60859b901c,Burger King - Floriano Peixoto,"Avenida Floriano Peixoto, 28",Centro,Uberlandia,MG,38400-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/marmitas-e-frango-assado-galante-tubalina/56751b0a-b28b-43c1-86e2-af1557a47575,Marmitas e Frango Assado Galante,"Avenida Sílvio Rugani, 715",Tubalina,Uberlandia,MG,38412-026,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/best-parmegiana-massa-e-strogonoff-saraiva/663d2bac-d45a-4a70-999e-04e42dd13ecb,"Best Parmegiana, Massa e Strogonoff","Avenida João Naves de Ávila, 1730",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/dina-restaurante-centro/a0b98087-1784-4846-8770-7ac966aefe02,Dina Restaurante,"Rua Roosevelt Oliveira, 652",Centro,Uberlandia,MG,38400-610,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/palhoca-restaurante-jardim-das-palmeiras/a1519a2d-8ded-4a2a-89f3-0663c0bdfffe,Palhoça Restaurante,"Avenida dos Pássaros, 133",Jardim das Palmeiras,Uberlandia,MG,38412-258,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/marmitaria-tempero-da-vovo---marmitas-jaragua/889c9e81-5631-41f7-a182-dcce2faf7fdf,Marmitaria Tempero da Vovó - Marmitas,"Av. Imbaúba, 2076",Jaraguá,Uberlandia,MG,38413-316,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/dina-restaurante--patio-vinhedos-jardim-karaiba/46e92b87-1b44-4bdd-a344-985c26993c46,Dina Restaurante- Pátio Vinhedos,"Avenida dos Vinhedos, 50",Jardim Karaiba,Uberlandia,MG,38411-159,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/palanca-grill-restaurante-e-churrascaria-planalto/b0fc92c4-3812-4e03-bcc1-ca7cc818ed7f,Palanca Grill Restaurante e Churrascaria,"Avenida Indaiá, 1130",Planalto,Uberlandia,MG,38413-111,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/n1-chicken---frango-frito-crocante-jaragua/43949810-7c5a-4c25-a2f7-69457280b877,N1 Chicken - Frango Frito Crocante,"Avenida Aspirante Mega, 312",Jaragua,Uberlandia,MG,38413-018,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/obaianeiro---comida-nordestina-jardim-holanda/5ce54c35-aabf-4de1-a5a2-f84ab634b70a,Obaianeiro - Comida Nordestina,"Alameda José de Oliveira Guimarães, 573",Jardim Holanda,Uberlandia,MG,38412-324,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/liro-chef-restaurante-fundinho/062bdf08-e2ae-400f-875d-e38863feada2,Liro Chef Restaurante,"Rua Princesa Isabel, 1275",Fundinho,Uberlandia,MG,38400-192,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/subway---planalto-planalto/9a95b0d4-bd5b-43e2-b301-8dc438ddd5a8,Subway - Planalto,"Rua da Secretária, 633",Planalto,Uberlandia,MG,38413-150,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/bestrogonoff---comida-brasileira-saraiva/28317e81-85ba-46c8-bb0d-b61ca787e908,Bestrogonoff - Comida Brasileira,"Avenida João Naves de Ávila, 1730",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/marias-restaurante-fundinho/25aaffe3-233d-4cd6-a820-7ef63aed70ae,Marias Restaurante,"Praça Clarimundo Carneiro, 238",Fundinho,Uberlandia,MG,38400-154,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-do-macarrao-lidice/df373d7d-725d-4f8d-b347-6218e192a9d7,O Rei do Macarrão,"Rua Santos Dumont, 873",Lídice,Uberlandia,MG,38400-062,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/churrascaria-e-restaurante-casa-grill-tubalina/17e81512-bcbd-4194-a75a-8c576c83aee0,Churrascaria e Restaurante Casa Grill,"Rua São Francisco Xavier, 590",Tubalina,Uberlandia,MG,38412-080,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/pastelaria-afonso-pena-centro/4fa9fed4-b43b-4560-9850-aed2a8d6d7bb,Pastelaria Afonso Pena,"Avenida Cipriano Del Favero, 931",Centro,Uberlandia,MG,38400-106,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/acai-da-terra-patrimonio/86a23c1b-a15f-42c1-9732-90dbeb04c9ac,Açaí da Terra,"Avenida Liberdade, 285",Patrimonio,Uberlandia,MG,38411-247,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/espetinhos-do-david-presidente-roosevelt/370d62a1-fc7d-4cec-abda-500a70c30916,Espetinhos do David,"Praça Lincon, 50",Presidente Roosevelt,Uberlandia,MG,38401-046,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/sobremesas-do-mequi-dro-tabajaras/4f6b5ce1-5ae6-47b7-b039-118d95f68de7,Sobremesas do Méqui (dro),"Av Rondon Pacheco, 1311",Tabajaras,Uberlandia,MG,38400-242,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-dos-pratos-lidice/c0db0761-2029-4b5a-8b3b-dacf5120bc53,O Rei dos Pratos,"Rua Santos Dumont, 873",Lídice,Uberlandia,MG,38400-062,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/sossego-dos-mineiros-cidade-jardim/94c54b96-7653-4616-9eb0-60ddc2efa643,Sossego dos Mineiros,"R. dos Girassóis, 155",Cidade Jardim,Uberlandia,MG,38412-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/oli-pop-patrimonio/df0ec83d-2420-4396-b388-dd4786535e61,Oli Pop,"Avenida Liberdade, 234",Patrimônio,Uberlandia,MG,38411-247,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/saraiva-assados-saraiva/70b9b288-35d1-4544-a2d3-803b49cc2ea7,Saraiva Assados,"Avenida João Naves de Ávila, 3300",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/casa-do-salgado-vinhedos-jardim-karaiba/e9ffb9a4-469e-4aed-8548-af4bd906a7c0,Casa do Salgado Vinhedos,"Av. dos Vinhedos, 50",Jardim Karaíba,Uberlandia,MG,38411-217,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/copacabana-massas-gourmet-patrimonio/79725aac-ba0d-46b5-81da-1c2495ed82bf,Copacabana Massas Gourmet,"R da Carioca, 809",Patrimônio,Uberlandia,MG,38411-046,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/refeicoes-delivery---comida-brasileira-jaragua/3d0706b9-1b4e-4fbe-ab8c-b721f620f0df,Refeições Delivery - Comida Brasileira,"Avenida Aspirante Mega, 312",Jaragua,Uberlandia,MG,38413-018,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/uai-chica-zona-sul-copacabana/6634f83a-a50e-4591-b68a-7935941b5aa3,Uai Chica Zona Sul,"Av. dos Municípios, 519",Copacabana,Uberlandia,MG,38411-044,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/kabana-do-peixe-centro/3e5e499d-aa40-47e1-bada-48779b27692e,Kabana do Peixe,"Av Cessario Alvim , 302",Centro,Uberlândia,MG,38400-098,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/essencial-paes---copacabana-morada-da-colina/1a7f0a7d-dd34-4910-a0a3-c226f9fc405a,Essencial Pães - Copacabana,"Avenida Liberdade, 701",Morada da Colina,Uberlandia,MG,38411-002,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/chickens-do-mequi-dro-tabajaras/7475777e-6ca5-407e-bad3-f3001a5b4d3e,Chickens do Méqui (dro),"Av Rondon Pacheco, 1311",Tabajaras,Uberlandia,MG,38400-242,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/parmegiana---carnes-e-massas-jardim-europa/2929b4f5-3682-4dfc-afca-2fbed4049e79,Parmegiana - Carnes e Massas,"Rua Sicília, 165",Jardim Europa,Uberlandia,MG,38414-546,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/nazira-restaurante-centro/5a51baae-0397-4c84-9cdf-203e0fc8bbd7,Nazira Restaurante,"Avenida João Pinheiro, 220",Centro,Uberlandia,MG,38400-124,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/hanami-sushi--poke---comida-japonesa-centro/c1e59281-c59e-4edb-ad4f-89067e9246a9,Hanami Sushi & Poke - Comida Japonesa,"Rua Professor Pedro Bernardo, 59",Centro,Uberlandia,MG,38400-172,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/bonelle---carnes-massas-e-grelhados-santa-monica/16e89d97-c3af-4ac9-9e35-008e5f7dbfcc,"Bonelle - Carnes, Massas e Grelhados","Avenida Salomão Abrahão, 1305",Santa Mônica,Uberlandia,MG,38408-261,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/restaurante-copacabana-morada-da-colina/2332f5e4-e519-4152-b32a-a09ce17427de,Restaurante Copacabana,"Rua da Carioca, 809",Morada da Colina,Uberlandia,MG,38411-151,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/italin-house-macarrao-gourmet---uberlandia-saraiva/170c6748-8742-48c4-8a68-6df0b63630dd,Italin House Macarrão Gourmet - Uberlândia,"Rua Tabajaras, 849",Saraiva,Uberlandia,MG,38408-408,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/jeronimo---uberlandia-cazeca/2c682f17-d35e-4646-ae29-f43034eb1476,Jeronimo - Uberlândia,"Av. Rondon Pacheco, 3535",Cazeca,Uberlandia,MG,38400-015,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/o-rei-dos-strogonoffs-e-parmegianas-saraiva/4a3955ad-5733-4c21-8117-83a354257e39,O Rei dos Strogonoffs e Parmegianas,"Avenida João Naves de Ávila, 1730",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/mana-poke---uberlandia-saraiva/78e3a23c-5048-46c8-8d7c-01aed8e9bc39,Mana Poke - Uberlândia,"Av Rondon Pacheco, 3620",Saraiva,Uberlandia,MG,38408-404,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/strogonoff-do-david---marmitas-presidente-roosevelt/8ee43905-a99f-4d5e-8f37-869437980bc2,Strogonoff do David - Marmitas,"Praça Lincon, 50",Presidente Roosevelt,Uberlandia,MG,38401-046,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/jantinha-estacao-7-saraiva/17e3862a-5152-4db6-83b7-2beaa741851c,Jantinha Estação 7,"Av. João Naves de Ávila, 2660",Saraiva,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/oggi-sorvetes-tubalina-tubalina/a219ca92-d037-481b-94e9-29bbebc08f5f,Oggi Sorvetes Tubalina,"Praça São Francisco de Paula, 20",Tubalina,Uberlandia,MG,38412-048,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/acai-gostosissimo-cazeca/09a4d71a-6aad-4044-9bfe-cce8c099090a,Açaí Gostosíssimo,"Rua Geraldo de Morais, 1020",Cazeca,Uberlandia,MG,38400-020,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/barolo-restaurante-tibery/626ac523-b259-4108-b8a5-0d9531c66e95,Barolo Restaurante,"Av Joao Naves de Avila, 1331",Tibery,Uberlandia,MG,38408-100,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/macarrao-mister-chef---massas-gourmet-jaragua/70260860-e199-4aec-b534-4b0999239629,Macarrão Mister Chef - Massas Gourmet,"Rua das Aroeiras, 72",Jaraguá,Uberlandia,MG,38413-048,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/sonia-landim-tortas-e-doces-tabajaras/612fd575-7ac5-403e-acad-3cd2797dffbf,Sônia Landim Tortas e Doces,"Rua Gonçalves Dias, 465",Tabajaras,Uberlandia,MG,38400-288,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/brasa-rotisseria-espetinho-do-flavinho-patrimonio/dc00dc87-2c97-455b-a509-ce5d98334172,Brasa Rotisseria (espetinho do Flavinho),"Rua Tijuca, 955",Patrimônio,Uberlandia,MG,38411-042,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/quero-carne-carnes-nobres-morada-da-colina/e24face6-49e2-47cc-87f1-ec4b7d44e702,Quero Carne Carnes Nobres,"Av. Augusto dos Anjos, 299",Morada da Colina,Uberlandia,MG,38411-124,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/talhareto-lidice/fde1856e-f8b6-41a6-a7ce-bd21adda86b7,Talhareto,"Rua Professor Mário Porto, 544",Lidice,Uberlandia,MG,38400-138,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/amaretto-restaurante-santa-monica/b8314961-441a-4f1e-b0fc-bf671d8904f9,Amaretto Restaurante,"Av. Segismundo Pereira, 1824",Santa Mônica,Uberlandia,MG,38408-170,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/punch-smash-burgers-vinhedos-morada-da-colina/7f4c4009-df8e-41c4-9fd7-93c11a02f6d7,Punch Smash Burgers Vinhedos,"Av. dos Vinhedos, 50",Morada da Colina,Uberlandia,MG,38411-159,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/frutos-do-cerrado-copacabana-patrimonio/358cfbae-313e-459a-b969-28f25ab35457,Frutos do Cerrado Copacabana,"Av. Liberdade, 327",Patrimônio,Uberlandia,MG,38411-247,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/nica-restaurante-e-hamburgueria-jaragua/2a6ca060-3766-4eba-9339-bd7cb1ee9d15,Nica Restaurante e Hamburgueria,"Avenida das Gameleiras, 228",Jaraguá,Uberlandia,MG,38413-097,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/yamato-sushi-art---fundinho-tabajaras/20ba202f-2cf4-4cda-a3e7-bdfc9064e8f6,Yamato Sushi Art - Fundinho,"Avenida Afrânio Rodrigues da Cunha, 22",Tabajaras,Uberlandia,MG,38400-262,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/la-fuente-restaurante-grill-jardim-europa/8819e931-4e9e-4c9d-81e0-b246e77eff52,La Fuente Restaurante Grill,"Avenida Rio Mississipi, 1130",Jardim Europa,Uberlandia,MG,38414-710,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/hollyudi-acai-jardim-das-palmeiras/1465c8c4-8799-496c-b71a-7b646071d016,Hollyudi Açaí,"R. do Agrônomo, 36",Jardim das Palmeiras,Uberlandia,MG,38412-348,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/kiyomizu-sushi--poke-centro/a72b75bc-d763-43cd-8192-474ceaeaf09d,Kiyomizu Sushi & Poke,"Rua Professor Pedro Bernardo, 59",Centro,Uberlandia,MG,38400-172,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/docinhos-do-ceu-planalto/f2dde6aa-ecad-4bf6-b985-b74be2a973b4,Docinhos do Céu,"R. do Atleta, 284",Planalto,Uberlandia,MG,38413-228,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/rei-do-tropeiro-patrimonio/4899c4e8-264b-4565-89d0-140fa996ea70,Rei do Tropeiro,"R. Tijuca, 955",Patrimônio,Uberlandia,MG,38411-042,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/du-norte-marmitaria-guarani/d7cf7543-75d0-4554-b9bd-448023273df2,DU NORTE MARMITARIA,"Avenida Clássica, 230",Guarani,Uberlandia,MG,38415-399,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/don-burgueria-santa-monica/8a83ef0c-4c96-4022-b09e-0fe59c24224f,Don Burgueria,"Rua Patrulheiro Osmar Tavares, 1590",Santa Mônica,Uberlandia,MG,38408-294,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/imperio-do-macarrao-e-grelhados-santa-monica/1548c7a0-f6bb-405c-8c9b-d8add243bc94,Império do Macarrão e Grelhados,"Avenida Salomão Abrahão, 1305",Santa Mônica,Uberlandia,MG,38408-261,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/art-fina-sushi-planalto-chacaras-tubalina-e-quartel/b4583350-6896-4739-b923-6e5c22e421f3,Art Fina Sushi Planalto,"Avenida Imbaúba, 2",Chácaras Tubalina e Quartel,Uberlandia,MG,38413-316,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/marmita-top-jaragua/8efd49ce-b935-420f-8ca8-e8e824aa4b9a,Marmita Top,"Avenida Aspirante Mega, 312",Jaragua,Uberlandia,MG,38413-018,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/caldo--doce-tudodelicia-restaurante-jaragua/466b088b-84e9-4754-863d-7604b8e5016c,Caldo & Doce Tudodelícia Restaurante,"Rua das Cerejeiras, 37",Jaraguá,Uberlandia,MG,38413-096,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/esquinao-do-espeto-luizote-de-freitas/8865b053-5582-4495-a315-ec229d086fc9,Esquinão do Espeto,"Rua Osvaldo Samora, 419",Luizote de Freitas,Uberlandia,MG,38414-220,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/uai-pokes-e-sushi-express-centro/5786be26-b40f-4917-bb68-b23ef9a1c356,Uai Pokes e Sushi Express,"Rua Professor Pedro Bernardo, 59",Centro,Uberlandia,MG,38400-172,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/yamato-sushi-art---prime-tabajaras/5ce2d757-14d7-479c-b845-b80a41d8c023,Yamato Sushi Art - Prime,"Avenida Afranio Rodrigues da Cunha, 20",Tabajaras,Uberlandia,MG,38400-262,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/casa-brasil-fundinho/07667d46-951f-43c5-833a-dae3d4f9845b,Casa Brasil,"Rua Vigário Dantas, 56",Fundinho,Uberlandia,MG,38400-202,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/skinao---carnes-santa-maria/fd7a5895-c923-427a-8dd1-df07eb563308,Skinão - Carnes,"Av. João Xxiii, 374",Santa Maria,Uberlandia,MG,38408-056,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/frango-assado-do-david-presidente-roosevelt/a0d973ed-3ef5-49eb-9ac6-1b78718639e2,Frango Assado do David,"Praça Lincon, 50",Presidente Roosevelt,Uberlandia,MG,38401-046,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/touros-smash-burguers-fundinho/fecb2983-8d9b-4ac2-a8d0-563a5e9b9b34,Touros Smash Burguers,"Avenida Princesa Isabel, 1544",Fundinho,Uberlandia,MG,38400-192,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/cacau-show-chocolates---saraiva-saraiva/56162258-f2aa-45f3-84df-5bfd44f1f8b0,Cacau Show Chocolates - Saraiva,"Avenida Rondon Pacheco, 755",Saraiva,Uberlandia,MG,38408-404,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/fava-doceria---doces-e-bolos-morada-da-colina/93ccc977-8067-4cd3-ac17-df88c22cbbc3,Fava Doceria - Doces e Bolos,"Avenida Francisco Galassi, 1450",Morada da Colina,Uberlandia,MG,38411-149,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/chicken-bites-jaragua/e51b8659-a201-4d66-a4a5-1ee78a7ff3eb,Chicken Bites,"Avenida Aspirante Mega, 312",Jaragua,Uberlandia,MG,38413-018,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/black-pub-jaragua/90d64cc3-16e0-475c-a512-4d6ecf554352,Black Pub,"Avenida Imbaúba, 1523",Jaraguá,Uberlandia,MG,38413-108,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/palmeiras-acai-jardim-holanda/31450a85-e513-4b8a-b23a-19a13f2c04c1,Palmeiras Açaí,"Alameda Olívio Zacarias Silva, 190",Jardim Holanda,Uberlandia,MG,38412-855,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/tudo-assado-fundinho/b02e0066-4dfb-44bd-a239-b7f1a2aa265a,Tudo Assado,"Praça Rui Barbosa, 87",Fundinho,Uberlandia,MG,38400-174,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/fon-pin-fast-food-santa-monica/a9c8e7cd-67e9-496f-b84b-d17e4e940d94,Fon Pin Fast Food,"Avenida João Naves de Avila, 1331",Santa Monica,Uberlandia,MG,38408-902,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/mok-the-poke-saraiva/d8d668a7-793e-4f4a-a121-61d0a631b780,Mok The Poke,"Avenida Rondon Pacheco, 2266",Saraiva,Uberlandia,MG,38408-404,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/cacau-show-jardim-patricia-jardim-patricia/8f9da052-b1da-448d-ab71-fd7f7bc9a772,Cacau Show Jardim Patrícia,"Avenida José Fonseca e Silva, 575",Jardim Patrícia,Uberlandia,MG,38414-097,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/chiquinho-sorvetes---santa-monica-santa-monica/78dd46a5-7261-4f7a-8e4e-def08b2f2d92,Chiquinho Sorvetes - Santa Mônica,"Avenida Belarmino Cotta Pacheco, 79",Santa Mônica,Uberlandia,MG,38408-168,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/kfc---uberlandia-shopping-morada-da-colina/34f89c40-9a5b-4911-9cb9-cb829a5bdee5,Kfc - Uberlândia Shopping,"Av. Paulo Gracindo, 15",Morada da Colina,Uberlandia,MG,38411-145,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/farofa-espetos-saraiva/2adb09bc-5c79-4cb2-918a-a326d8b375c8,Farofa Espetos,"Rua Cassimiro de Abreu, 440",Saraiva,Uberlandia,MG,38408-400,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/outback-center-shopping-uberlandia-tibery/aadaf491-8cc1-4883-a9aa-b3c56389b38b,Outback Center Shopping Uberlândia,"Av. João Naves de Ávila, 1331, 1331",Tibery,Uberlandia,MG,38405-140,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/the-best-acai-jardim-patricia-dona-zulmira/8a5838d6-ce1a-4612-8172-28a830ea3279,The Best Açai Jardim Patricia,"Av. José Fonseca e Sílva, 919",Dona Zulmira,Uberlandia,MG,38414-097,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/frango-frites---empanados-burgers-e-pratos-feitos-tibery/49d32de1-069a-4f08-be3b-73baa2ce813a,"Frango Frites - Empanados, Burgers e Pratos Feitos","Avenida Bélgica, 1220",Tibery,Uberlandia,MG,38405-030,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/cachorrao-lanches-jardim-holanda/b9c6b8ff-c1b7-4839-97c1-c10ffcf654ae,Cachorrão Lanches,"Alameda Lobato, 10",Jardim Holanda,Uberlandia,MG,38412-875,2025-06-15 15:15:41
https://www.ifood.com.br/delivery/uberlandia-mg/caramel-centro/66d26e24-9c95-48bb-98d7-67cf8dfe518a,Caramel,"Rua Tiradentes, 300",Centro,Uberlândia,MG,38400-200,2025-06-15 15:15:41
